customer_id,first_tx,last_tx,transaction_count,customer_tenure_days,avg_days_between_transactions,recency_days,recency_band,frequency_segment,total_spend,avg_transaction_value,value_segment,retention_priority,customer_segment,churned
59988386,2023-01-19,2023-12-02,13,317,26.416666666666668,27,Active (0-30 days),Low Frequency,20043700,1541823.076923077,Low Value,Healthy / Maintain,Regular Active,0
36919717,2023-01-09,2023-12-27,29,352,12.571428571428571,2,Active (0-30 days),Regular Frequency,17037550,587501.724137931,Low Value,Healthy / Maintain,Regular Active,0
90397098,2023-01-04,2023-12-26,89,356,4.045454545454546,3,Active (0-30 days),Very High Frequency,155566150,1747934.2696629213,Very High Value,Healthy / Maintain,Champions,0
91838894,2023-01-09,2023-12-24,26,349,13.96,5,Active (0-30 days),Regular Frequency,361652900,13909726.923076924,Very High Value,Healthy / Maintain,Valuable Active,0
78993838,2023-01-04,2023-12-29,2227,359,0.16127583108715185,0,Active (0-30 days),Very High Frequency,10364533750,4654034.014369107,Very High Value,Healthy / Maintain,Champions,0
77158831,2023-01-22,2023-11-19,18,301,17.705882352941178,40,At Risk (31-60 days),Low Frequency,33388100,1854894.4444444445,Regular Value,Re-engagement,Standard Re-engagement,0
69949876,2023-01-17,2023-08-22,12,217,19.727272727272727,129,Inactive (90+ days),Low Frequency,17499950,1458329.1666666667,Low Value,Inactive / Win-back,Standard Re-engagement,1
57498038,2023-02-10,2023-12-07,12,300,27.272727272727273,22,Active (0-30 days),Low Frequency,63207100,5267258.333333333,High Value,Healthy / Maintain,Valuable Active,0
10049976,2023-01-15,2023-11-24,16,313,20.866666666666667,35,At Risk (31-60 days),Low Frequency,25087000,1567937.5,Regular Value,Re-engagement,Standard Re-engagement,0
94591419,2023-01-16,2023-12-24,31,342,11.4,5,Active (0-30 days),Regular Frequency,477914750,15416604.838709677,Very High Value,Healthy / Maintain,Valuable Active,0
45832641,2023-01-10,2023-12-22,21,346,17.3,7,Active (0-30 days),Regular Frequency,88977350,4237016.666666667,High Value,Healthy / Maintain,Valuable Active,0
44915138,2023-01-11,2023-12-10,25,333,13.875,19,Active (0-30 days),Regular Frequency,106668400,4266736.0,High Value,Healthy / Maintain,Valuable Active,0
56187331,2023-01-12,2023-12-21,65,343,5.359375,8,Active (0-30 days),High Frequency,109136250,1679019.2307692308,High Value,Healthy / Maintain,Champions,0
54221254,2023-01-15,2023-12-15,29,334,11.928571428571429,14,Active (0-30 days),Regular Frequency,327554000,11294965.51724138,Very High Value,Healthy / Maintain,Valuable Active,0
66804166,2023-02-09,2023-12-21,17,315,19.6875,8,Active (0-30 days),Low Frequency,71855750,4226808.823529412,High Value,Healthy / Maintain,Valuable Active,0
48323017,2023-01-19,2023-12-15,14,330,25.384615384615383,14,Active (0-30 days),Low Frequency,173457750,12389839.285714285,Very High Value,Healthy / Maintain,Valuable Active,0
13326793,2023-04-15,2023-10-10,10,178,19.77777777777778,80,High Risk (61-90 days),Low Frequency,5153150,515315.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
19093964,2023-01-18,2023-12-27,24,343,14.91304347826087,2,Active (0-30 days),Regular Frequency,15641100,651712.5,Low Value,Healthy / Maintain,Regular Active,0
70605261,2023-01-24,2023-12-25,31,335,11.166666666666666,4,Active (0-30 days),Regular Frequency,462535450,14920498.387096774,Very High Value,Healthy / Maintain,Valuable Active,0
85154255,2023-01-26,2023-11-23,10,301,33.44444444444444,36,At Risk (31-60 days),Low Frequency,50606050,5060605.0,High Value,Re-engagement,At-Risk Valuable,0
91838927,2023-01-10,2023-11-21,17,315,19.6875,38,At Risk (31-60 days),Low Frequency,13202300,776605.8823529412,Low Value,Re-engagement,Standard Re-engagement,0
35477971,2023-01-26,2023-12-17,11,325,32.5,12,Active (0-30 days),Low Frequency,14855300,1350481.8181818181,Low Value,Healthy / Maintain,Regular Active,0
95246804,2023-03-08,2023-11-14,10,251,27.88888888888889,45,At Risk (31-60 days),Low Frequency,23263050,2326305.0,Regular Value,Re-engagement,Standard Re-engagement,0
18307542,2023-01-17,2023-12-29,17,346,21.625,0,Active (0-30 days),Low Frequency,11104050,653179.4117647059,Low Value,Healthy / Maintain,Regular Active,0
55007705,2023-01-04,2023-12-29,46,359,7.977777777777778,0,Active (0-30 days),High Frequency,198009250,4304548.9130434785,Very High Value,Healthy / Maintain,Champions,0
35609050,2023-02-28,2023-11-16,12,261,23.727272727272727,43,At Risk (31-60 days),Low Frequency,77574100,6464508.333333333,High Value,Re-engagement,At-Risk Valuable,0
97737177,2023-01-14,2023-12-11,15,331,23.642857142857142,18,Active (0-30 days),Low Frequency,7777950,518530.0,Low Value,Healthy / Maintain,Regular Active,0
19487196,2023-01-04,2023-12-28,393,358,0.9132653061224489,1,Active (0-30 days),Very High Frequency,1872957150,4765794.27480916,Very High Value,Healthy / Maintain,Champions,0
31021532,2023-01-11,2023-09-30,18,262,15.411764705882353,90,High Risk (61-90 days),Low Frequency,30969550,1720530.5555555555,Regular Value,Urgent Re-engagement,Standard Re-engagement,1
49371614,2023-02-21,2023-12-13,10,295,32.77777777777778,16,Active (0-30 days),Low Frequency,37477100,3747710.0,Regular Value,Healthy / Maintain,Regular Active,0
99178975,2023-01-04,2023-12-24,12,354,32.18181818181818,5,Active (0-30 days),Low Frequency,64619250,5384937.5,High Value,Healthy / Maintain,Valuable Active,0
58677728,2023-01-04,2023-12-12,14,342,26.307692307692307,17,Active (0-30 days),Low Frequency,20843200,1488800.0,Regular Value,Healthy / Maintain,Regular Active,0
49895909,2023-01-18,2023-12-26,30,342,11.793103448275861,3,Active (0-30 days),Regular Frequency,41162200,1372073.3333333333,Regular Value,Healthy / Maintain,Regular Active,0
65100262,2023-01-12,2023-11-22,18,314,18.470588235294116,37,At Risk (31-60 days),Low Frequency,11628550,646030.5555555555,Low Value,Re-engagement,Standard Re-engagement,0
74275302,2023-01-14,2023-12-27,13,347,28.916666666666668,2,Active (0-30 days),Low Frequency,179899800,13838446.153846154,Very High Value,Healthy / Maintain,Valuable Active,0
74144237,2023-01-05,2023-12-21,54,350,6.60377358490566,8,Active (0-30 days),High Frequency,79710200,1476114.8148148148,High Value,Healthy / Maintain,Champions,0
12671469,2023-01-19,2023-10-28,10,282,31.333333333333332,62,High Risk (61-90 days),Low Frequency,67492800,6749280.0,High Value,Urgent Re-engagement,High-Risk Valuable,0
11360754,2023-01-07,2023-12-16,10,343,38.111111111111114,13,Active (0-30 days),Low Frequency,6155850,615585.0,Low Value,Healthy / Maintain,Regular Active,0
33511930,2023-01-29,2023-11-29,13,304,25.333333333333332,30,Active (0-30 days),Low Frequency,75341250,5795480.769230769,High Value,Healthy / Maintain,Valuable Active,0
44915196,2023-01-27,2023-11-03,23,280,12.727272727272727,56,At Risk (31-60 days),Regular Frequency,35192900,1530126.0869565217,Regular Value,Medium Priority,Standard Re-engagement,0
47798780,2023-03-06,2023-11-16,15,255,18.214285714285715,43,At Risk (31-60 days),Low Frequency,136086550,9072436.666666666,Very High Value,Re-engagement,At-Risk Valuable,0
95508998,2023-01-30,2023-12-22,11,326,32.6,7,Active (0-30 days),Low Frequency,45032700,4093881.8181818184,Regular Value,Healthy / Maintain,Regular Active,0
36133385,2023-01-08,2023-12-27,11,353,35.3,2,Active (0-30 days),Low Frequency,20028150,1820740.9090909092,Low Value,Healthy / Maintain,Regular Active,0
41900553,2023-01-21,2023-12-26,19,339,18.833333333333332,3,Active (0-30 days),Regular Frequency,12372900,651205.2631578947,Low Value,Healthy / Maintain,Regular Active,0
45177357,2023-01-14,2023-12-29,55,349,6.462962962962963,0,Active (0-30 days),High Frequency,777533800,14136978.181818182,Very High Value,Healthy / Maintain,Champions,0
77290000,2023-01-12,2023-11-10,23,302,13.727272727272727,49,At Risk (31-60 days),Regular Frequency,95994300,4173665.217391304,High Value,Medium Priority,At-Risk Valuable,0
76241431,2023-01-06,2023-12-25,13,353,29.416666666666668,4,Active (0-30 days),Low Frequency,49512850,3808680.769230769,High Value,Healthy / Maintain,Valuable Active,0
59464216,2023-04-01,2023-11-26,10,239,26.555555555555557,33,At Risk (31-60 days),Low Frequency,17370150,1737015.0,Low Value,Re-engagement,Standard Re-engagement,0
60381721,2023-01-24,2023-12-15,43,325,7.738095238095238,14,Active (0-30 days),High Frequency,211896550,4927826.7441860465,Very High Value,Healthy / Maintain,Champions,0
64182807,2023-01-21,2023-12-26,10,339,37.666666666666664,3,Active (0-30 days),Low Frequency,18611650,1861165.0,Low Value,Healthy / Maintain,Regular Active,0
65362459,2023-01-04,2023-12-18,40,348,8.923076923076923,11,Active (0-30 days),High Frequency,166553500,4163837.5,Very High Value,Healthy / Maintain,Champions,0
86202915,2023-01-08,2023-12-28,79,354,4.538461538461538,1,Active (0-30 days),High Frequency,417257350,5281738.607594937,Very High Value,Healthy / Maintain,Champions,0
79518245,2023-01-09,2023-12-25,17,350,21.875,4,Active (0-30 days),Low Frequency,6276500,369205.8823529412,Low Value,Healthy / Maintain,Regular Active,0
15030823,2023-03-16,2023-11-22,10,251,27.88888888888889,37,At Risk (31-60 days),Low Frequency,14301050,1430105.0,Low Value,Re-engagement,Standard Re-engagement,0
55401003,2023-01-11,2023-12-21,35,344,10.117647058823529,8,Active (0-30 days),Regular Frequency,141327650,4037932.8571428573,Very High Value,Healthy / Maintain,Valuable Active,0
31021613,2023-01-21,2023-12-14,11,327,32.7,15,Active (0-30 days),Low Frequency,19502500,1772954.5454545454,Low Value,Healthy / Maintain,Regular Active,0
75717166,2023-01-05,2023-12-29,350,358,1.0257879656160458,0,Active (0-30 days),Very High Frequency,550661450,1573318.4285714286,Very High Value,Healthy / Maintain,Champions,0
40983086,2023-01-14,2023-11-30,19,320,17.77777777777778,29,Active (0-30 days),Regular Frequency,25681900,1351678.9473684211,Regular Value,Healthy / Maintain,Regular Active,0
22633010,2023-01-13,2023-12-28,10,349,38.77777777777778,1,Active (0-30 days),Low Frequency,28525300,2852530.0,Regular Value,Healthy / Maintain,Regular Active,0
69950003,2023-01-25,2023-12-28,11,337,33.7,1,Active (0-30 days),Low Frequency,15086950,1371540.9090909092,Low Value,Healthy / Maintain,Regular Active,0
18831924,2023-02-27,2023-12-05,12,281,25.545454545454547,24,Active (0-30 days),Low Frequency,19913550,1659462.5,Low Value,Healthy / Maintain,Regular Active,0
23812660,2023-01-04,2023-12-03,11,333,33.3,26,Active (0-30 days),Low Frequency,37504300,3409481.8181818184,Regular Value,Healthy / Maintain,Regular Active,0
92625466,2023-01-19,2023-11-29,24,314,13.652173913043478,30,Active (0-30 days),Regular Frequency,270998950,11291622.916666666,Very High Value,Healthy / Maintain,Valuable Active,0
50682427,2023-01-09,2023-12-29,70,354,5.130434782608695,0,Active (0-30 days),High Frequency,265423500,3791764.285714286,Very High Value,Healthy / Maintain,Champions,0
88037948,2023-02-01,2023-12-20,10,322,35.77777777777778,9,Active (0-30 days),Low Frequency,17477900,1747790.0,Low Value,Healthy / Maintain,Regular Active,0
63658557,2023-01-06,2023-12-28,43,356,8.476190476190476,1,Active (0-30 days),High Frequency,64964150,1510794.1860465116,High Value,Healthy / Maintain,Champions,0
66411070,2023-01-12,2023-11-20,12,312,28.363636363636363,39,At Risk (31-60 days),Low Frequency,14964150,1247012.5,Low Value,Re-engagement,Standard Re-engagement,0
35215935,2023-02-03,2023-12-14,10,314,34.888888888888886,15,Active (0-30 days),Low Frequency,19767050,1976705.0,Low Value,Healthy / Maintain,Regular Active,0
46619194,2023-01-06,2023-12-23,75,351,4.743243243243243,6,Active (0-30 days),High Frequency,46670800,622277.3333333334,Regular Value,Healthy / Maintain,Regular Active,0
78207563,2023-01-04,2023-12-28,193,358,1.8645833333333333,1,Active (0-30 days),Very High Frequency,112010300,580364.2487046632,High Value,Healthy / Maintain,Champions,0
83581516,2023-01-14,2023-12-01,21,321,16.05,28,Active (0-30 days),Regular Frequency,93675400,4460733.333333333,High Value,Healthy / Maintain,Valuable Active,0
61430350,2023-01-24,2023-12-09,13,319,26.583333333333332,20,Active (0-30 days),Low Frequency,84704200,6515707.692307692,High Value,Healthy / Maintain,Valuable Active,0
91970129,2023-01-22,2023-11-19,15,301,21.5,40,At Risk (31-60 days),Low Frequency,26809550,1787303.3333333333,Regular Value,Re-engagement,Standard Re-engagement,0
20404819,2023-01-24,2023-12-25,21,335,16.75,4,Active (0-30 days),Regular Frequency,12026750,572702.380952381,Low Value,Healthy / Maintain,Regular Active,0
93149786,2023-01-25,2023-12-12,15,321,22.928571428571427,17,Active (0-30 days),Low Frequency,66633400,4442226.666666667,High Value,Healthy / Maintain,Valuable Active,0
19618395,2023-01-05,2023-12-12,11,341,34.1,17,Active (0-30 days),Low Frequency,26431000,2402818.1818181816,Regular Value,Healthy / Maintain,Regular Active,0
38623834,2023-01-18,2023-12-28,48,344,7.319148936170213,1,Active (0-30 days),High Frequency,235807450,4912655.208333333,Very High Value,Healthy / Maintain,Champions,0
23550555,2023-01-26,2023-12-17,54,325,6.132075471698113,12,Active (0-30 days),High Frequency,90669400,1679062.962962963,High Value,Healthy / Maintain,Champions,0
89872990,2023-03-25,2023-12-02,12,252,22.90909090909091,27,Active (0-30 days),Low Frequency,7307800,608983.3333333334,Low Value,Healthy / Maintain,Regular Active,0
79518301,2023-01-09,2023-12-28,30,353,12.172413793103448,1,Active (0-30 days),Regular Frequency,16124250,537475.0,Low Value,Healthy / Maintain,Regular Active,0
85809754,2023-01-04,2023-12-22,24,352,15.304347826086957,7,Active (0-30 days),Regular Frequency,29015750,1208989.5833333333,Regular Value,Healthy / Maintain,Regular Active,0
87382621,2023-01-14,2023-12-03,15,323,23.071428571428573,26,Active (0-30 days),Low Frequency,8267350,551156.6666666666,Low Value,Healthy / Maintain,Regular Active,0
42031715,2023-01-11,2023-10-18,16,280,18.666666666666668,72,High Risk (61-90 days),Low Frequency,129745800,8109112.5,Very High Value,Urgent Re-engagement,High-Risk Valuable,0
73882218,2023-02-03,2023-12-07,13,307,25.583333333333332,22,Active (0-30 days),Low Frequency,17517700,1347515.3846153845,Low Value,Healthy / Maintain,Regular Active,0
93805163,2023-02-06,2023-12-22,18,319,18.764705882352942,7,Active (0-30 days),Low Frequency,101182200,5621233.333333333,High Value,Healthy / Maintain,Valuable Active,0
77552240,2023-01-05,2023-12-29,113,358,3.1964285714285716,0,Active (0-30 days),Very High Frequency,183789950,1626459.7345132744,Very High Value,Healthy / Maintain,Champions,0
72178293,2023-01-04,2023-12-26,10,356,39.55555555555556,3,Active (0-30 days),Low Frequency,56471450,5647145.0,High Value,Healthy / Maintain,Valuable Active,0
91708031,2023-01-09,2023-12-29,249,354,1.4274193548387097,0,Active (0-30 days),Very High Frequency,405735150,1629458.4337349397,Very High Value,Healthy / Maintain,Champions,0
78994054,2023-01-20,2023-12-28,30,342,11.793103448275861,1,Active (0-30 days),Regular Frequency,20134350,671145.0,Low Value,Healthy / Maintain,Regular Active,0
68770440,2023-01-05,2023-12-27,81,356,4.45,2,Active (0-30 days),High Frequency,43889200,541841.975308642,Regular Value,Healthy / Maintain,Regular Active,0
94198409,2023-01-26,2023-12-23,19,331,18.38888888888889,6,Active (0-30 days),Regular Frequency,9984050,525476.3157894737,Low Value,Healthy / Maintain,Regular Active,0
62216843,2023-01-07,2023-12-28,202,355,1.7661691542288558,1,Active (0-30 days),Very High Frequency,873453200,4324025.742574258,Very High Value,Healthy / Maintain,Champions,0
27613837,2023-01-14,2023-11-25,12,315,28.636363636363637,34,At Risk (31-60 days),Low Frequency,7792900,649408.3333333334,Low Value,Re-engagement,Standard Re-engagement,0
57105037,2023-01-06,2023-12-22,10,350,38.888888888888886,7,Active (0-30 days),Low Frequency,28277550,2827755.0,Regular Value,Healthy / Maintain,Regular Active,0
98785936,2023-01-04,2023-12-23,46,353,7.844444444444444,6,Active (0-30 days),High Frequency,228545450,4968379.347826087,Very High Value,Healthy / Maintain,Champions,0
50682512,2023-01-06,2023-12-27,113,355,3.169642857142857,2,Active (0-30 days),Very High Frequency,1646309450,14569110.17699115,Very High Value,Healthy / Maintain,Champions,0
38099608,2023-01-13,2023-12-18,21,339,16.95,11,Active (0-30 days),Regular Frequency,144004500,6857357.142857143,Very High Value,Healthy / Maintain,Valuable Active,0
43211419,2023-01-04,2023-11-07,10,307,34.111111111111114,52,At Risk (31-60 days),Low Frequency,301099250,30109925.0,Very High Value,Re-engagement,At-Risk Valuable,0
64445089,2023-01-04,2023-11-15,26,315,12.6,44,At Risk (31-60 days),Regular Frequency,44635800,1716761.5384615385,Regular Value,Medium Priority,Standard Re-engagement,0
25516706,2023-03-09,2023-12-14,12,280,25.454545454545453,15,Active (0-30 days),Low Frequency,46337550,3861462.5,Regular Value,Healthy / Maintain,Regular Active,0
53303969,2023-01-19,2023-12-01,15,316,22.571428571428573,28,Active (0-30 days),Low Frequency,22375300,1491686.6666666667,Regular Value,Healthy / Maintain,Regular Active,0
90266276,2023-01-05,2023-12-04,11,333,33.3,25,Active (0-30 days),Low Frequency,66364950,6033177.2727272725,High Value,Healthy / Maintain,Valuable Active,0
75061921,2023-01-06,2023-12-24,110,352,3.229357798165138,5,Active (0-30 days),Very High Frequency,1407056150,12791419.545454545,Very High Value,Healthy / Maintain,Champions,0
73357986,2023-02-07,2023-12-11,11,307,30.7,18,Active (0-30 days),Low Frequency,5032000,457454.54545454547,Low Value,Healthy / Maintain,Regular Active,0
13851304,2023-01-13,2023-12-16,17,337,21.0625,13,Active (0-30 days),Low Frequency,237966300,13998017.647058824,Very High Value,Healthy / Maintain,Valuable Active,0
15555241,2023-01-11,2023-12-20,21,343,17.15,9,Active (0-30 days),Regular Frequency,11741350,559111.9047619047,Low Value,Healthy / Maintain,Regular Active,0
33512104,2023-01-10,2023-12-27,14,351,27.0,2,Active (0-30 days),Low Frequency,28585800,2041842.857142857,Regular Value,Healthy / Maintain,Regular Active,0
11885228,2023-01-17,2023-12-24,57,341,6.089285714285714,5,Active (0-30 days),High Frequency,100841050,1769141.2280701755,High Value,Healthy / Maintain,Champions,0
31677100,2023-01-27,2023-11-05,16,282,18.8,54,At Risk (31-60 days),Low Frequency,24805250,1550328.125,Regular Value,Re-engagement,Standard Re-engagement,0
48061102,2023-03-16,2023-12-29,13,288,24.0,0,Active (0-30 days),Low Frequency,52340800,4026215.3846153845,High Value,Healthy / Maintain,Valuable Active,0
40590002,2023-01-04,2023-12-27,141,357,2.55,2,Active (0-30 days),Very High Frequency,249750600,1771280.8510638298,Very High Value,Healthy / Maintain,Champions,0
87513779,2023-02-09,2023-12-28,26,322,12.88,1,Active (0-30 days),Regular Frequency,13344000,513230.76923076925,Low Value,Healthy / Maintain,Regular Active,0
46488243,2023-01-12,2023-12-13,28,335,12.407407407407407,16,Active (0-30 days),Regular Frequency,137155900,4898425.0,Very High Value,Healthy / Maintain,Valuable Active,0
35609269,2023-01-04,2023-12-28,528,358,0.6793168880455408,1,Active (0-30 days),Very High Frequency,290880350,550909.7537878788,Very High Value,Healthy / Maintain,Champions,0
64445108,2023-01-20,2023-12-13,10,327,36.333333333333336,16,Active (0-30 days),Low Frequency,42380600,4238060.0,Regular Value,Healthy / Maintain,Regular Active,0
49633979,2023-01-07,2023-12-24,31,351,11.7,5,Active (0-30 days),Regular Frequency,57401900,1851674.1935483871,High Value,Healthy / Maintain,Valuable Active,0
40065733,2023-01-07,2023-12-26,36,353,10.085714285714285,3,Active (0-30 days),High Frequency,18867000,524083.3333333333,Low Value,Healthy / Maintain,Regular Active,0
88300238,2023-01-06,2023-12-27,29,355,12.678571428571429,2,Active (0-30 days),Regular Frequency,402291800,13872131.034482758,Very High Value,Healthy / Maintain,Valuable Active,0
16865999,2023-01-26,2023-12-09,18,317,18.647058823529413,20,Active (0-30 days),Low Frequency,31280100,1737783.3333333333,Regular Value,Healthy / Maintain,Regular Active,0
83974865,2023-01-24,2023-11-17,12,297,27.0,42,At Risk (31-60 days),Low Frequency,17451500,1454291.6666666667,Low Value,Re-engagement,Standard Re-engagement,0
26434261,2023-03-21,2023-10-30,15,223,15.928571428571429,60,At Risk (31-60 days),Low Frequency,64571800,4304786.666666667,High Value,Re-engagement,At-Risk Valuable,0
41507542,2023-01-13,2023-12-16,13,337,28.083333333333332,13,Active (0-30 days),Low Frequency,26611850,2047065.3846153845,Regular Value,Healthy / Maintain,Regular Active,0
56056543,2023-01-10,2023-12-09,27,333,12.807692307692308,20,Active (0-30 days),Regular Frequency,147315300,5456122.222222222,Very High Value,Healthy / Maintain,Valuable Active,0
43604704,2023-01-29,2023-12-21,14,326,25.076923076923077,8,Active (0-30 days),Low Frequency,19440600,1388614.2857142857,Low Value,Healthy / Maintain,Regular Active,0
80304869,2023-01-22,2023-12-26,81,338,4.225,3,Active (0-30 days),High Frequency,41215050,508827.77777777775,Regular Value,Healthy / Maintain,Regular Active,0
12933865,2023-01-05,2023-12-27,33,356,11.125,2,Active (0-30 days),Regular Frequency,65780450,1993346.9696969697,High Value,Healthy / Maintain,Valuable Active,0
70474473,2023-01-20,2023-12-29,101,343,3.43,0,Active (0-30 days),Very High Frequency,150604950,1491138.1188118812,Very High Value,Healthy / Maintain,Champions,0
34953961,2023-01-18,2023-12-10,11,326,32.6,19,Active (0-30 days),Low Frequency,19453200,1768472.7272727273,Low Value,Healthy / Maintain,Regular Active,0
74406635,2023-01-07,2023-11-17,13,314,26.166666666666668,42,At Risk (31-60 days),Low Frequency,8320300,640023.0769230769,Low Value,Re-engagement,Standard Re-engagement,0
10181360,2023-03-12,2023-10-28,11,230,23.0,62,High Risk (61-90 days),Low Frequency,78770800,7160981.818181818,High Value,Urgent Re-engagement,High-Risk Valuable,0
73226994,2023-02-24,2023-12-29,28,308,11.407407407407407,0,Active (0-30 days),Regular Frequency,16356700,584167.8571428572,Low Value,Healthy / Maintain,Regular Active,0
60250869,2023-01-10,2023-12-13,43,337,8.023809523809524,16,Active (0-30 days),High Frequency,52700200,1225586.046511628,High Value,Healthy / Maintain,Champions,0
32725750,2023-01-21,2023-12-18,12,331,30.09090909090909,11,Active (0-30 days),Low Frequency,75423450,6285287.5,High Value,Healthy / Maintain,Valuable Active,0
62216951,2023-01-04,2023-12-29,619,359,0.580906148867314,0,Active (0-30 days),Very High Frequency,337163600,544690.7915993538,Very High Value,Healthy / Maintain,Champions,0
62216952,2023-01-10,2023-12-27,20,351,18.473684210526315,2,Active (0-30 days),Regular Frequency,39295050,1964752.5,Regular Value,Healthy / Maintain,Regular Active,0
89610999,2023-01-07,2023-12-23,20,350,18.42105263157895,6,Active (0-30 days),Regular Frequency,293479300,14673965.0,Very High Value,Healthy / Maintain,Valuable Active,0
87251706,2023-01-11,2023-11-27,40,320,8.205128205128204,32,At Risk (31-60 days),High Frequency,54158750,1353968.75,High Value,High Priority,At-Risk Valuable,0
32725756,2023-01-07,2023-12-18,23,345,15.681818181818182,11,Active (0-30 days),Regular Frequency,101080250,4394793.478260869,High Value,Healthy / Maintain,Valuable Active,0
91446014,2023-01-13,2023-12-28,17,349,21.8125,1,Active (0-30 days),Low Frequency,22874150,1345538.2352941176,Regular Value,Healthy / Maintain,Regular Active,0
96557824,2023-01-05,2023-12-22,63,351,5.661290322580645,7,Active (0-30 days),High Frequency,100972650,1602740.4761904762,High Value,Healthy / Maintain,Champions,0
54745859,2023-01-12,2023-12-24,25,346,14.416666666666666,5,Active (0-30 days),Regular Frequency,41788750,1671550.0,Regular Value,Healthy / Maintain,Regular Active,0
36395783,2023-01-23,2023-11-24,17,305,19.0625,35,At Risk (31-60 days),Low Frequency,26741250,1573014.705882353,Regular Value,Re-engagement,Standard Re-engagement,0
86334218,2023-01-21,2023-12-23,23,336,15.272727272727273,6,Active (0-30 days),Regular Frequency,14059100,611265.2173913043,Low Value,Healthy / Maintain,Regular Active,0
58809101,2023-01-04,2023-12-26,23,356,16.181818181818183,3,Active (0-30 days),Regular Frequency,9703950,421910.8695652174,Low Value,Healthy / Maintain,Regular Active,0
94067473,2023-01-04,2023-12-07,15,337,24.071428571428573,22,Active (0-30 days),Low Frequency,9374150,624943.3333333334,Low Value,Healthy / Maintain,Regular Active,0
91839252,2023-03-19,2023-11-16,13,242,20.166666666666668,43,At Risk (31-60 days),Low Frequency,7267400,559030.7692307692,Low Value,Re-engagement,Standard Re-engagement,0
66018069,2023-01-24,2023-12-08,31,318,10.6,21,Active (0-30 days),Regular Frequency,69832500,2252661.290322581,High Value,Healthy / Maintain,Valuable Active,0
16210715,2023-01-26,2023-12-29,10,337,37.44444444444444,0,Active (0-30 days),Low Frequency,161677550,16167755.0,Very High Value,Healthy / Maintain,Valuable Active,0
89348896,2023-01-20,2023-12-29,16,343,22.866666666666667,0,Active (0-30 days),Low Frequency,25101800,1568862.5,Regular Value,Healthy / Maintain,Regular Active,0
24206113,2023-01-09,2023-12-06,14,331,25.46153846153846,23,Active (0-30 days),Low Frequency,21643150,1545939.2857142857,Regular Value,Healthy / Maintain,Regular Active,0
87382818,2023-02-18,2023-12-20,14,305,23.46153846153846,9,Active (0-30 days),Low Frequency,22100700,1578621.4285714286,Regular Value,Healthy / Maintain,Regular Active,0
98261797,2023-01-08,2023-12-27,21,353,17.65,2,Active (0-30 days),Regular Frequency,258668900,12317566.666666666,Very High Value,Healthy / Maintain,Valuable Active,0
26434343,2023-01-23,2023-12-24,17,335,20.9375,5,Active (0-30 days),Low Frequency,63241300,3720076.470588235,High Value,Healthy / Maintain,Valuable Active,0
12278569,2023-01-08,2023-12-09,26,335,13.4,20,Active (0-30 days),Regular Frequency,38686450,1487940.3846153845,Regular Value,Healthy / Maintain,Regular Active,0
81484588,2023-01-04,2023-12-22,23,352,16.0,7,Active (0-30 days),Regular Frequency,15275800,664165.2173913043,Low Value,Healthy / Maintain,Regular Active,0
61561647,2023-02-06,2023-10-28,10,264,29.333333333333332,62,High Risk (61-90 days),Low Frequency,13991250,1399125.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
50158384,2023-01-05,2023-12-12,18,341,20.058823529411764,17,Active (0-30 days),Low Frequency,30422250,1690125.0,Regular Value,Healthy / Maintain,Regular Active,0
96951090,2023-02-10,2023-11-26,34,289,8.757575757575758,33,At Risk (31-60 days),Regular Frequency,447875350,13172804.411764706,Very High Value,Medium Priority,At-Risk Valuable,0
77421363,2023-02-18,2023-12-16,12,301,27.363636363636363,13,Active (0-30 days),Low Frequency,213964700,17830391.666666668,Very High Value,Healthy / Maintain,Valuable Active,0
88693556,2023-01-06,2023-12-25,71,353,5.042857142857143,4,Active (0-30 days),High Frequency,121221100,1707339.4366197183,Very High Value,Healthy / Maintain,Champions,0
70998837,2023-01-28,2023-11-16,10,292,32.44444444444444,43,At Risk (31-60 days),Low Frequency,34313150,3431315.0,Regular Value,Re-engagement,Standard Re-engagement,0
87644981,2023-01-12,2023-12-20,27,342,13.153846153846153,9,Active (0-30 days),Regular Frequency,138568350,5132161.111111111,Very High Value,Healthy / Maintain,Valuable Active,0
60775224,2023-01-23,2023-12-24,15,335,23.928571428571427,5,Active (0-30 days),Low Frequency,89263600,5950906.666666667,High Value,Healthy / Maintain,Valuable Active,0
32725818,2023-05-21,2023-11-27,12,190,17.272727272727273,32,At Risk (31-60 days),Low Frequency,82887050,6907254.166666667,High Value,Re-engagement,At-Risk Valuable,0
14768954,2023-02-09,2023-12-18,12,312,28.363636363636363,11,Active (0-30 days),Low Frequency,60386300,5032191.666666667,High Value,Healthy / Maintain,Valuable Active,0
83974976,2023-01-23,2023-12-29,18,340,20.0,0,Active (0-30 days),Low Frequency,9025400,501411.1111111111,Low Value,Healthy / Maintain,Regular Active,0
69950272,2023-01-04,2023-12-24,96,354,3.7263157894736842,5,Active (0-30 days),Very High Frequency,58244200,606710.4166666666,High Value,Healthy / Maintain,Champions,0
